23604,324,27/10/2014,30/10/2014,06/11/2014,1
26685,274,26/04/2014,28/04/2014,05/05/2014,3
3309,456,28/08/2014,01/09/2014,01/10/2014,2
9248,897,31/03/2015,04/04/2015,04/05/2015,3
2519,225,02/12/2015,04/12/2015,03/01/2016,3
2160,499,03/07/2015,06/07/2015,05/08/2015,3
9248,458,23/10/2016,27/10/2016,26/11/2016,3
78376,225,14/07/2014,15/07/2014,22/07/2014,2
2489,970,21/03/2014,22/03/2014,21/04/2014,3
55472,225,28/02/2016,01/03/2016,08/03/2016,3
2506,456,17/06/2014,18/06/2014,18/07/2014,3
5117,688,14/05/2014,18/05/2014,17/06/2014,2
2519,688,24/01/2016,28/01/2016,27/02/2016,1
2160,263,04/01/2016,07/01/2016,06/02/2016,3
74926,461,24/03/2016,27/03/2016,03/04/2016,3
6453,458,25/01/2015,28/01/2015,27/02/2015,1
2181,456,09/11/2016,13/11/2016,13/12/2016,3
2506,124,16/01/2016,19/01/2016,18/02/2016,2
1354,798,20/03/2016,24/03/2016,23/04/2016,3
9248,979,01/01/2015,02/01/2015,01/02/2015,1
98202,324,11/06/2016,14/06/2016,21/06/2016,3
67560,545,16/03/2015,17/03/2015,24/03/2015,1
5882,224,19/10/2014,23/10/2014,22/11/2014,1
5882,225,29/01/2016,02/02/2016,03/03/2016,3
4066,456,02/07/2016,06/07/2016,05/08/2016,2
52680,456,23/11/2014,25/11/2014,02/12/2014,3
98828,225,15/10/2014,19/10/2014,26/10/2014,3
78376,324,11/10/2015,14/10/2015,21/10/2015,3
36466,456,27/08/2015,29/08/2015,05/09/2015,2
2181,458,23/08/2016,24/08/2016,23/09/2016,1
6113,124,15/05/2015,19/05/2015,18/06/2015,1
6453,458,06/04/2015,10/04/2015,10/05/2015,1
26685,897,21/06/2016,25/06/2016,02/07/2016,2
52680,456,07/11/2016,08/11/2016,15/11/2016,1
2519,688,26/09/2015,29/09/2015,29/10/2015,1
98828,158,13/11/2015,14/11/2015,21/11/2015,1
5882,456,16/03/2015,19/03/2015,18/04/2015,1
2506,274,13/09/2014,17/09/2014,17/10/2014,2
3442,274,03/03/2015,04/03/2015,03/04/2015,1
98828,688,27/03/2016,29/03/2016,05/04/2016,3
98008,274,02/03/2014,05/03/2014,12/03/2014,1
2506,274,08/11/2014,12/11/2014,12/12/2014,2
23822,274,27/07/2015,29/07/2015,05/08/2015,3
98202,324,16/09/2016,19/09/2016,26/09/2016,3
40825,837,31/03/2015,04/04/2015,11/04/2015,3
99050,798,28/08/2015,29/08/2015,05/09/2015,2
4066,225,14/09/2015,15/09/2015,15/10/2015,1
1639,688,11/11/2015,13/11/2015,13/12/2015,1
17572,225,21/10/2014,22/10/2014,29/10/2014,3
6113,970,17/10/2014,20/10/2014,19/11/2014,3
6113,461,01/12/2015,05/12/2015,04/01/2016,1
9248,979,22/07/2015,26/07/2015,25/08/2015,3
4066,274,25/04/2016,29/04/2016,29/05/2016,2
9570,480,27/05/2016,29/05/2016,28/06/2016,3
2160,970,26/04/2015,28/04/2015,28/05/2015,2
17572,225,28/11/2014,02/12/2014,09/12/2014,2
26685,274,28/05/2015,29/05/2015,05/06/2015,2
5882,798,24/11/2014,26/11/2014,26/12/2014,2
2181,224,08/09/2014,12/09/2014,12/10/2014,2
23387,324,29/02/2016,03/03/2016,10/03/2016,1
77257,263,19/09/2014,22/09/2014,29/09/2014,1
90775,798,02/08/2014,06/08/2014,13/08/2014,3
69791,979,07/04/2015,11/04/2015,18/04/2015,3
9570,480,17/07/2014,20/07/2014,19/08/2014,3
77257,480,13/09/2014,15/09/2014,22/09/2014,3
5117,837,03/02/2014,07/02/2014,09/03/2014,1
3309,979,26/05/2015,30/05/2015,29/06/2015,1
2160,970,04/03/2016,06/03/2016,05/04/2016,1
3309,456,29/04/2015,02/05/2015,01/06/2015,2
3442,225,17/11/2014,21/11/2014,21/12/2014,2
3415,499,09/03/2015,10/03/2015,09/04/2015,2
74926,461,26/05/2014,27/05/2014,03/06/2014,2
90775,224,04/12/2015,05/12/2015,12/12/2015,2
6113,274,12/02/2014,15/02/2014,17/03/2014,2
8246,224,03/03/2016,05/03/2016,04/04/2016,3
44573,499,18/09/2016,19/09/2016,26/09/2016,3
7882,833,18/06/2016,20/06/2016,20/07/2016,3
26685,897,24/12/2015,28/12/2015,04/01/2016,1
5882,456,30/09/2016,01/10/2016,31/10/2016,1
4113,461,10/03/2014,14/03/2014,13/04/2014,2
2160,324,16/07/2015,19/07/2015,18/08/2015,1
67560,263,22/12/2014,24/12/2014,31/12/2014,1
4113,324,16/06/2016,20/06/2016,20/07/2016,1
2160,499,26/01/2014,29/01/2014,28/02/2014,2
6054,480,15/03/2014,16/03/2014,15/04/2014,2
22048,158,04/12/2015,08/12/2015,15/12/2015,1
99050,833,04/08/2014,06/08/2014,13/08/2014,2
9248,158,27/03/2015,31/03/2015,30/04/2015,1
9248,897,10/07/2014,14/07/2014,13/08/2014,3
7539,798,19/06/2015,23/06/2015,23/07/2015,1
90775,263,04/11/2016,06/11/2016,13/11/2016,2
40825,158,15/10/2014,19/10/2014,26/10/2014,1
4341,545,28/06/2015,29/06/2015,29/07/2015,2
4066,274,26/09/2015,30/09/2015,30/10/2015,2
9570,461,16/09/2015,17/09/2015,17/10/2015,1
8246,798,24/11/2015,28/11/2015,28/12/2015,2
49619,979,11/06/2016,12/06/2016,19/06/2016,3
77257,833,26/03/2014,28/03/2014,04/04/2014,1
9570,480,28/10/2015,29/10/2015,28/11/2015,2
69791,263,25/11/2014,29/11/2014,06/12/2014,1
2489,688,07/12/2015,09/12/2015,08/01/2016,3
22048,124,26/05/2015,27/05/2015,03/06/2015,1
44573,456,10/03/2015,14/03/2015,21/03/2015,2
1526,545,03/10/2014,05/10/2014,04/11/2014,1
3415,480,28/04/2014,29/04/2014,29/05/2014,3
17572,224,19/11/2016,21/11/2016,28/11/2016,3
7539,225,15/07/2014,17/07/2014,16/08/2014,2
5751,545,21/12/2014,22/12/2014,21/01/2015,2
62100,225,12/04/2015,16/04/2015,23/04/2015,1
6113,224,23/10/2016,27/10/2016,26/11/2016,1
7539,837,19/08/2015,20/08/2015,19/09/2015,3
3442,461,14/01/2014,17/01/2014,16/02/2014,3
36466,458,18/08/2015,22/08/2015,29/08/2015,2
7539,461,19/06/2014,22/06/2014,22/07/2014,2
69791,833,13/05/2014,15/05/2014,22/05/2014,3
5751,274,22/06/2014,26/06/2014,26/07/2014,3
1639,970,04/09/2016,08/09/2016,08/10/2016,3
1639,688,14/04/2014,16/04/2014,16/05/2014,1
4066,124,28/04/2015,29/04/2015,29/05/2015,2
36466,263,29/03/2016,31/03/2016,07/04/2016,3
74926,461,20/11/2016,23/11/2016,30/11/2016,2
2489,499,03/07/2015,06/07/2015,05/08/2015,3
1639,970,17/12/2014,18/12/2014,17/01/2015,1
2489,798,10/08/2016,13/08/2016,12/09/2016,3
32123,274,06/07/2014,10/07/2014,17/07/2014,1
66377,897,13/12/2015,17/12/2015,24/12/2015,3
6939,225,24/10/2014,26/10/2014,25/11/2014,2
9570,456,07/02/2015,09/02/2015,11/03/2015,3
22048,158,01/01/2016,05/01/2016,12/01/2016,1
17572,324,01/11/2014,04/11/2014,11/11/2014,2
2519,499,15/03/2015,17/03/2015,16/04/2015,3
1526,545,15/04/2014,16/04/2014,16/05/2014,1
4399,897,28/02/2016,03/03/2016,02/04/2016,1
2506,456,01/01/2015,03/01/2015,02/02/2015,2
5159,456,01/03/2015,04/03/2015,03/04/2015,3
8791,688,17/06/2014,19/06/2014,19/07/2014,2
6113,897,19/10/2016,22/10/2016,21/11/2016,2
3309,897,17/07/2014,20/07/2014,19/08/2014,1
23387,324,12/12/2015,15/12/2015,22/12/2015,3
4399,545,16/11/2014,17/11/2014,17/12/2014,2
3309,897,11/09/2015,14/09/2015,14/10/2015,1
2519,499,26/11/2016,27/11/2016,27/12/2016,1
2489,837,10/02/2016,13/02/2016,14/03/2016,1
2181,458,07/07/2014,10/07/2014,09/08/2014,1
90775,124,01/09/2016,03/09/2016,10/09/2016,2
98008,837,02/03/2014,03/03/2014,10/03/2014,2
6113,897,26/10/2015,29/10/2015,28/11/2015,1
1526,545,05/10/2014,08/10/2014,07/11/2014,2
5882,837,30/12/2014,03/01/2015,02/02/2015,1
4113,456,07/05/2016,08/05/2016,07/06/2016,1
98202,970,19/04/2016,22/04/2016,29/04/2016,1
4066,158,14/05/2015,15/05/2015,14/06/2015,3
1354,970,25/06/2014,28/06/2014,28/07/2014,1
79138,124,10/06/2014,12/06/2014,19/06/2014,2
6939,833,13/05/2014,16/05/2014,15/06/2014,2
97172,456,28/08/2014,29/08/2014,05/09/2014,1
5751,979,24/06/2014,28/06/2014,28/07/2014,2
9570,480,15/10/2014,18/10/2014,17/11/2014,3
69791,833,10/06/2014,13/06/2014,20/06/2014,1
98202,224,24/05/2015,28/05/2015,04/06/2015,1
98008,274,19/07/2015,23/07/2015,30/07/2015,2
49619,324,03/03/2016,04/03/2016,11/03/2016,1
2506,124,07/05/2016,09/05/2016,08/06/2016,2
3415,480,30/07/2015,02/08/2015,01/09/2015,1
7539,979,23/06/2014,24/06/2014,24/07/2014,2
4113,837,01/01/2015,05/01/2015,04/02/2015,2
5159,545,19/01/2015,23/01/2015,22/02/2015,1
9248,458,11/09/2016,12/09/2016,12/10/2016,3
77257,833,27/03/2014,31/03/2014,07/04/2014,3
98828,456,14/10/2015,16/10/2015,23/10/2015,2
